Tarih,Tahmin_TRY,Alt_Sinir_TRY,Ust_Sinir_TRY
2025-11-01 20:00:00,2982.700813459708,1877.1275031421621,3981.950598723199
2025-11-01 21:00:00,2859.6043998766577,1788.6940544054403,3885.0937477437437
2025-11-01 22:00:00,2706.3156467709155,1657.8197446761628,3792.312742799129
2025-11-01 23:00:00,2572.939939448925,1597.786547373042,3583.7875846640695
2025-11-02 00:00:00,2484.8314073860024,1411.4006958314949,3521.6978451966106
2025-11-02 01:00:00,2423.180304109834,1432.36633874408,3521.8021300910964
2025-11-02 02:00:00,2346.0726031312875,1403.28360281836,3413.2092020164164
2025-11-02 03:00:00,2236.2769698019547,1233.2071643096979,3192.14320469823
2025-11-02 04:00:00,2130.043501952149,1113.0649856678224,3216.7402519117577
2025-11-02 05:00:00,2092.7101462381975,1028.5456180569174,3113.2525092699643
2025-11-02 06:00:00,2155.977249418681,1255.8874656742182,3062.93467753442
2025-11-02 07:00:00,2272.7992900977265,1241.943210276649,3144.2624703375695
2025-11-02 08:00:00,2336.9811929929415,1262.089793510606,3339.83556067286
2025-11-02 09:00:00,2259.6316672080193,1161.309407225574,3222.0671394809756
2025-11-02 10:00:00,2042.3518051650249,1027.609341216238,3121.7741127465024
2025-11-02 11:00:00,1786.0455906197235,765.1025979792731,2717.44803643108
2025-11-02 12:00:00,1626.8232303615878,587.3939486087796,2708.4429274040453
2025-11-02 13:00:00,1649.8651353250104,537.7975263419405,2679.327857510082
2025-11-02 14:00:00,1846.1589793217026,828.4743305328292,2863.4062241217416
2025-11-02 15:00:00,2136.2698959032864,1200.8508322090365,3192.3871297498094
2025-11-02 16:00:00,2429.8131854020958,1459.5871124856355,3394.7501061528897
2025-11-02 17:00:00,2668.8424917769375,1655.0472446968374,3701.445154046444
2025-11-02 18:00:00,2830.736693948001,1737.1316030098174,3801.3370455189365
2025-11-02 19:00:00,2908.5420194270628,1832.7108046904973,3958.162646340305
2025-11-02 20:00:00,2901.374378562488,1913.8316494633923,3951.937707753768
2025-11-02 21:00:00,2824.5167332263113,1807.4142700784791,3831.4900045469017
2025-11-02 22:00:00,2718.2700769001526,1797.3710808576407,3698.2475051414003
2025-11-02 23:00:00,2632.350635514015,1599.5623830973625,3664.7967664487674
